Time unix,X-axis,Y-axis,Z-axis
1717098033.9533186,16.560000000000002,15.986666666666668,81.77333333333334
1717098033.9747639,16.546666666666667,16.053333333333335,81.68
1717098033.9858012,16.386666666666667,16.066666666666666,81.85333333333334
1717098033.9969575,16.36,16.053333333333335,81.62666666666667
1717098034.0083296,16.64,16.0,81.62666666666667
1717098034.029615,16.506666666666668,16.10666666666667,81.69333333333334
1717098034.0408173,16.533333333333335,16.093333333333334,81.54666666666667
1717098034.0520728,16.413333333333334,16.080000000000002,81.76
1717098034.0733855,16.613333333333333,15.946666666666667,81.49333333333334
1717098034.0844433,16.48,15.986666666666668,81.53333333333335
1717098034.095511,16.46666666666667,16.12,81.42666666666668
1717098034.1067195,16.48,16.053333333333335,81.56
1717098034.1278515,16.533333333333335,16.026666666666667,81.49333333333334
1717098034.1388805,16.42666666666667,16.080000000000002,81.68
1717098034.1498725,16.386666666666667,16.10666666666667,81.62666666666667
1717098034.1709714,16.413333333333334,16.0,81.45333333333333
1717098034.1820183,16.493333333333336,16.026666666666667,81.69333333333334
1717098034.1930096,16.373333333333335,16.053333333333335,81.61333333333334
1717098034.2039964,16.573333333333334,16.040000000000003,81.60000000000001
1717098034.2251039,16.560000000000002,16.186666666666667,81.53333333333335
1717098034.236213,16.44,16.053333333333335,81.60000000000001
1717098034.247242,16.293333333333333,15.853333333333333,81.62666666666667
1717098034.2683985,16.48,16.133333333333333,81.64
1717098034.279422,16.373333333333335,16.0,81.62666666666667
1717098034.290506,16.386666666666667,16.10666666666667,81.58666666666667
1717098034.3015776,16.546666666666667,16.026666666666667,81.61333333333334
1717098034.322845,16.46666666666667,16.053333333333335,81.46666666666667
1717098034.3338778,16.373333333333335,15.973333333333334,81.62666666666667
1717098034.3448825,16.400000000000002,16.093333333333334,81.46666666666667
1717098034.3659496,16.346666666666668,16.013333333333335,81.66666666666667
1717098034.3773105,16.42666666666667,16.026666666666667,81.48
1717098034.3886125,16.48,16.226666666666667,81.64
1717098034.3998322,16.48,16.013333333333335,81.49333333333334
1717098034.4210205,16.653333333333336,16.226666666666667,81.70666666666668
1717098034.4321897,16.52,16.133333333333333,81.69333333333334
1717098034.4534733,16.373333333333335,16.2,81.64
1717098034.464767,16.44,15.840000000000002,81.64
1717098034.475871,16.546666666666667,15.840000000000002,81.61333333333334
1717098034.486898,16.46666666666667,15.840000000000002,81.58666666666667
1717098034.4979513,16.44,16.013333333333335,81.65333333333334
1717098034.5192668,16.333333333333336,16.026666666666667,81.66666666666667
1717098034.5307038,16.48,16.026666666666667,81.56
1717098034.542016,16.400000000000002,16.080000000000002,81.61333333333334
1717098034.5530922,16.46666666666667,16.026666666666667,81.66666666666667
1717098034.574235,16.546666666666667,16.10666666666667,81.54666666666667
1717098034.585322,16.573333333333334,16.0,81.68
1717098034.5965753,16.46666666666667,16.173333333333336,81.58666666666667
1717098034.6076381,16.173333333333336,16.0,81.54666666666667
1717098034.6288986,16.346666666666668,16.026666666666667,81.65333333333334
1717098034.6401167,16.42666666666667,15.8,81.53333333333335
1717098034.6511633,16.48,15.853333333333333,81.54666666666667
1717098034.672339,16.533333333333335,16.093333333333334,81.54666666666667
1717098034.6833794,16.386666666666667,15.986666666666668,81.70666666666668
1717098034.694398,16.453333333333333,16.16,81.44000000000001
1717098034.7053711,16.333333333333336,15.853333333333333,81.62666666666667
1717098034.72646,16.44,16.053333333333335,81.33333333333334
1717098034.7374454,16.26666666666667,16.093333333333334,81.61333333333334
1717098034.7484856,16.62666666666667,15.973333333333334,81.61333333333334
1717098034.7696817,16.493333333333336,16.053333333333335,81.64
1717098034.780748,16.453333333333333,15.906666666666668,81.64
1717098034.7919893,16.493333333333336,16.093333333333334,81.64
1717098034.8031588,16.493333333333336,16.093333333333334,81.57333333333334
1717098034.824494,16.46666666666667,16.080000000000002,81.54666666666667
1717098034.8356225,16.586666666666666,15.96,81.69333333333334
1717098034.8466702,16.546666666666667,15.973333333333334,81.60000000000001
1717098034.8678002,16.44,16.026666666666667,81.64
1717098034.8789384,16.400000000000002,16.16,81.54666666666667
1717098034.8902538,16.26666666666667,15.973333333333334,81.61333333333334
1717098034.9013042,16.386666666666667,16.133333333333333,81.53333333333335
1717098034.9225194,16.46666666666667,16.040000000000003,81.57333333333334
1717098034.9337878,16.46666666666667,16.026666666666667,81.64
1717098034.9448643,16.373333333333335,16.026666666666667,81.61333333333334
1717098034.9659529,16.400000000000002,15.893333333333334,81.48
1717098034.9769914,16.44,15.88,81.64
1717098034.9879894,16.506666666666668,16.013333333333335,81.56
1717098034.9990141,16.333333333333336,16.213333333333335,81.57333333333334
1717098035.020409,16.52,15.96,81.49333333333334
1717098035.0317998,16.46666666666667,16.013333333333335,81.73333333333333
1717098035.042957,16.48,16.10666666666667,81.54666666666667
1717098035.06428,16.506666666666668,15.96,81.66666666666667
1717098035.075619,16.44,16.0,81.53333333333335
1717098035.0868914,16.506666666666668,16.026666666666667,81.53333333333335
1717098035.097978,16.346666666666668,16.12,81.48
1717098035.1192133,16.560000000000002,16.213333333333335,81.66666666666667
1717098035.1305351,16.46666666666667,16.093333333333334,81.57333333333334
1717098035.1415873,16.36,16.186666666666667,81.61333333333334
1717098035.152601,16.373333333333335,15.973333333333334,81.60000000000001
1717098035.1737912,16.46666666666667,15.946666666666667,81.50666666666667
1717098035.1849766,16.413333333333334,15.920000000000002,81.62666666666667
1717098035.1960025,16.44,15.973333333333334,81.60000000000001
1717098035.217111,16.32,16.053333333333335,81.58666666666667
1717098035.2281497,16.44,15.88,81.62666666666667
1717098035.2392535,16.44,16.053333333333335,81.74666666666667
1717098035.250338,16.453333333333333,16.013333333333335,81.77333333333334
1717098035.2714686,16.44,16.2,81.69333333333334
1717098035.2825654,16.413333333333334,15.96,81.53333333333335
1717098035.2937098,16.346666666666668,15.906666666666668,81.57333333333334
1717098035.314902,16.46666666666667,16.093333333333334,81.72
1717098035.3261497,16.533333333333335,16.066666666666666,81.53333333333335
1717098035.337229,16.506666666666668,16.0,81.56
1717098035.3484268,16.586666666666666,16.080000000000002,81.58666666666667
1717098035.3695545,16.400000000000002,16.080000000000002,81.58666666666667
1717098035.380726,16.6,15.96,81.65333333333334
1717098035.3920293,16.373333333333335,16.093333333333334,81.37333333333333
1717098035.4031684,16.586666666666666,16.026666666666667,81.4
1717098035.4244642,16.386666666666667,16.080000000000002,81.60000000000001
1717098035.435825,16.373333333333335,15.933333333333334,81.68
1717098035.4470882,16.493333333333336,15.986666666666668,81.64
1717098035.4683025,16.493333333333336,16.10666666666667,81.54666666666667
1717098035.4793534,16.413333333333334,16.013333333333335,81.64
1717098035.4904437,16.42666666666667,16.093333333333334,81.58666666666667
1717098035.5015981,16.573333333333334,15.946666666666667,81.62666666666667
1717098035.5227878,16.413333333333334,15.906666666666668,81.48
1717098035.5342724,16.546666666666667,16.053333333333335,81.65333333333334
1717098035.5455146,16.30666666666667,16.12,81.74666666666667
1717098035.5565295,16.453333333333333,15.933333333333334,81.50666666666667
