Time unix,X-axis,Y-axis,Z-axis
1717093862.686852,4.840000000000001,-18.400000000000002,21.693333333333335
1717093862.708209,4.840000000000001,-18.293333333333333,21.74666666666667
1717093862.739388,4.693333333333333,-18.253333333333334,21.96
1717093862.7704806,4.986666666666667,-18.253333333333334,21.8
1717093862.7914531,4.88,-18.26666666666667,21.706666666666667
1717093862.8224723,4.840000000000001,-18.253333333333334,21.666666666666668
1717093862.8537545,4.800000000000001,-18.240000000000002,21.813333333333336
1717093862.8750687,4.866666666666667,-18.240000000000002,21.813333333333336
1717093862.9063761,4.680000000000001,-18.16,21.773333333333333
1717093862.9375305,4.946666666666667,-18.293333333333333,21.720000000000002
1717093862.9584532,4.933333333333334,-18.293333333333333,21.8
1717093862.9896007,4.773333333333333,-18.36,21.813333333333336
1717093863.020586,4.8533333333333335,-18.226666666666667,21.76
1717093863.0415213,4.746666666666667,-18.400000000000002,21.78666666666667
1717093863.07255,4.786666666666667,-18.200000000000003,21.733333333333334
1717093863.1035511,4.906666666666667,-18.333333333333336,21.813333333333336
1717093863.1345394,4.840000000000001,-18.36,21.853333333333335
1717093863.1554997,4.773333333333333,-18.28,22.0
1717093863.1864846,4.866666666666667,-18.240000000000002,21.90666666666667
1717093863.217505,4.800000000000001,-18.213333333333335,21.813333333333336
1717093863.2384233,4.786666666666667,-18.30666666666667,21.813333333333336
1717093863.2694395,4.8533333333333335,-18.346666666666668,21.8
1717093863.300554,4.866666666666667,-18.333333333333336,21.74666666666667
1717093863.3216314,4.800000000000001,-18.213333333333335,21.933333333333334
1717093863.3526666,4.906666666666667,-18.30666666666667,21.74666666666667
1717093863.3837352,4.773333333333333,-18.373333333333335,21.853333333333335
1717093863.4049158,4.760000000000001,-18.253333333333334,21.826666666666668
1717093863.4361103,4.933333333333334,-18.346666666666668,21.8
1717093863.4671166,4.96,-18.173333333333336,21.773333333333333
1717093863.4880795,4.613333333333333,-18.213333333333335,21.773333333333333
1717093863.5190754,4.800000000000001,-18.240000000000002,21.773333333333333
1717093863.5500987,4.96,-18.30666666666667,21.773333333333333
1717093863.5810785,4.8533333333333335,-18.16,21.94666666666667
1717093863.6020193,4.800000000000001,-18.200000000000003,21.84
1717093863.6330903,4.826666666666667,-18.333333333333336,21.76
1717093863.664168,4.773333333333333,-18.240000000000002,21.853333333333335
1717093863.6850755,4.786666666666667,-18.32,21.813333333333336
1717093863.7161713,4.746666666666667,-18.240000000000002,21.76
1717093863.747212,4.8533333333333335,-18.186666666666667,21.813333333333336
1717093863.768156,4.8933333333333335,-18.293333333333333,21.68
1717093863.799166,4.8933333333333335,-18.186666666666667,21.720000000000002
1717093863.830236,4.88,-18.253333333333334,21.733333333333334
1717093863.8511636,4.786666666666667,-18.32,21.853333333333335
1717093863.88219,4.720000000000001,-18.293333333333333,21.733333333333334
1717093863.9133189,4.693333333333333,-18.413333333333334,21.773333333333333
1717093863.934333,4.8533333333333335,-18.226666666666667,21.720000000000002
1717093863.9653678,4.92,-18.26666666666667,21.773333333333333
1717093863.996364,4.773333333333333,-18.333333333333336,21.853333333333335
1717093864.0273788,4.786666666666667,-18.42666666666667,21.74666666666667
1717093864.0483172,4.92,-18.30666666666667,21.853333333333335
1717093864.079322,4.866666666666667,-18.28,21.8
1717093864.1103241,4.786666666666667,-18.28,21.84
1717093864.131262,4.760000000000001,-18.36,21.720000000000002
1717093864.162287,4.786666666666667,-18.186666666666667,21.74666666666667
1717093864.193299,4.773333333333333,-18.32,21.813333333333336
1717093864.2142158,4.933333333333334,-18.346666666666668,21.74666666666667
1717093864.2452016,4.8533333333333335,-18.42666666666667,21.84
1717093864.2762132,4.866666666666667,-18.200000000000003,21.773333333333333
1717093864.297128,4.933333333333334,-18.42666666666667,21.720000000000002
1717093864.3281603,4.826666666666667,-18.36,21.733333333333334
1717093864.3591979,4.746666666666667,-18.200000000000003,21.693333333333335
1717093864.3801866,4.986666666666667,-18.226666666666667,21.706666666666667
1717093864.411228,4.706666666666667,-18.44,21.76
1717093864.4422562,4.800000000000001,-18.240000000000002,21.8
1717093864.4732614,4.88,-18.30666666666667,21.68
1717093864.494186,4.826666666666667,-18.253333333333334,21.8
1717093864.5251744,4.96,-18.293333333333333,21.8
1717093864.5561745,4.826666666666667,-18.213333333333335,21.76
1717093864.577091,4.800000000000001,-18.28,21.773333333333333
1717093864.6080973,4.733333333333333,-18.14666666666667,21.8
1717093864.6390748,4.88,-18.373333333333335,21.826666666666668
1717093864.6600366,4.866666666666667,-18.32,21.74666666666667
1717093864.6910028,4.826666666666667,-18.186666666666667,21.773333333333333
1717093864.722059,4.8933333333333335,-18.386666666666667,21.826666666666668
1717093864.7429922,4.8133333333333335,-18.213333333333335,21.84
1717093864.7740543,4.746666666666667,-18.226666666666667,21.76
1717093864.8050528,4.92,-18.28,21.893333333333334
1717093864.8360605,4.8133333333333335,-18.346666666666668,21.880000000000003
1717093864.8569896,4.786666666666667,-18.346666666666668,21.733333333333334
1717093864.8880165,4.986666666666667,-18.213333333333335,21.893333333333334
1717093864.9191387,4.973333333333334,-18.28,21.666666666666668
1717093864.940126,4.706666666666667,-18.240000000000002,21.74666666666667
1717093864.9711573,4.840000000000001,-18.253333333333334,21.733333333333334
1717093865.002184,4.746666666666667,-18.30666666666667,21.813333333333336
1717093865.0231028,4.826666666666667,-18.16,21.84
1717093865.054129,4.8533333333333335,-18.333333333333336,21.720000000000002
1717093865.085116,4.866666666666667,-18.253333333333334,21.720000000000002
1717093865.1061532,4.760000000000001,-18.32,21.973333333333336
1717093865.1374571,5.013333333333334,-18.293333333333333,21.76
1717093865.168518,4.786666666666667,-18.213333333333335,21.733333333333334
1717093865.1894462,4.693333333333333,-18.293333333333333,21.773333333333333
1717093865.220483,4.826666666666667,-18.293333333333333,21.76
1717093865.2515204,5.0,-18.213333333333335,21.78666666666667
1717093865.282519,4.826666666666667,-18.173333333333336,21.733333333333334
1717093865.3034747,4.973333333333334,-18.253333333333334,21.78666666666667
1717093865.334472,5.026666666666667,-18.373333333333335,21.76
1717093865.3654995,4.840000000000001,-18.293333333333333,21.68
1717093865.3864214,4.96,-18.186666666666667,21.773333333333333
1717093865.4174793,4.8133333333333335,-18.36,21.733333333333334
1717093865.448478,4.8533333333333335,-18.293333333333333,21.76
1717093865.4694636,4.906666666666667,-18.240000000000002,21.706666666666667
1717093865.5004666,4.8533333333333335,-18.28,21.76
1717093865.5314803,4.946666666666667,-18.240000000000002,21.720000000000002
1717093865.5524354,4.92,-18.30666666666667,21.8
1717093865.5834455,4.973333333333334,-18.240000000000002,21.84
1717093865.6144395,4.760000000000001,-18.173333333333336,21.68
1717093865.6354022,4.8133333333333335,-18.253333333333334,21.693333333333335
1717093865.6664362,4.88,-18.133333333333333,21.733333333333334
1717093865.697422,4.826666666666667,-18.36,21.826666666666668
1717093865.7284322,4.826666666666667,-18.093333333333334,21.78666666666667
1717093865.7493377,4.8133333333333335,-18.30666666666667,21.826666666666668
1717093865.7803192,4.826666666666667,-18.28,21.773333333333333
1717093865.8112962,4.706666666666667,-18.16,21.76
1717093865.832241,4.8533333333333335,-18.30666666666667,21.8
1717093865.8632169,4.840000000000001,-18.293333333333333,21.813333333333336
1717093865.8942351,4.786666666666667,-18.28,21.866666666666667
1717093865.9151604,4.906666666666667,-18.173333333333336,21.653333333333336
1717093865.9462407,4.8133333333333335,-18.30666666666667,21.76
1717093865.977239,4.906666666666667,-18.253333333333334,21.76
1717093865.998219,4.96,-18.42666666666667,21.90666666666667
1717093866.029231,4.92,-18.32,21.92
1717093866.0602598,4.746666666666667,-18.346666666666668,21.826666666666668
1717093866.0815985,4.840000000000001,-18.333333333333336,21.720000000000002
1717093866.112871,4.866666666666667,-18.346666666666668,21.893333333333334
1717093866.1441844,4.733333333333333,-18.373333333333335,21.933333333333334
1717093866.1654577,4.92,-18.346666666666668,21.74666666666667
